Date,Adj Close,Close,High,Low,Open,Volume,Ticker
1/3/2022,179.07659912109375,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900,AAPL
1/4/2022,176.8038330078125,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400,AAPL
1/5/2022,172.1008758544922,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600,AAPL
1/6/2022,169.22793579101562,172,175.3000030517578,171.63999938964844,172.6999969482422,96904000,AAPL
1/7/2022,169.3952178955078,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100,AAPL
1/10/2022,169.41485595703125,172.19000244140625,172.5,168.1699981689453,169.0800018310547,106765600,AAPL
1/11/2022,172.25827026367188,175.0800018310547,175.17999267578125,170.82000732421875,172.32000732421875,76138300,AAPL
1/12/2022,172.7010498046875,175.52999877929688,177.17999267578125,174.82000732421875,176.1199951171875,74805200,AAPL
1/13/2022,169.41485595703125,172.19000244140625,176.6199951171875,171.7899932861328,175.77999877929688,84505800,AAPL
1/14/2022,170.28070068359375,173.07000732421875,173.77999877929688,171.08999633789062,171.33999633789062,80440800,AAPL
1/18/2022,167.06338500976562,169.8000030517578,172.5399932861328,169.41000366210938,171.50999450683594,90956700,AAPL
1/19/2022,163.55088806152344,166.22999572753906,171.0800018310547,165.94000244140625,170,94815000,AAPL
1/20/2022,161.85862731933594,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500,AAPL
1/21/2022,159.79251098632812,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900,AAPL
1/24/2022,159.0152130126953,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600,AAPL
1/25/2022,157.20486450195312,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400,AAPL
1/26/2022,157.11631774902344,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300,AAPL
1/27/2022,156.65391540527344,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600,AAPL
1/28/2022,167.58482360839844,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700,AAPL
1/31/2022,171.9631348,174.77999877929688,175,169.50999450683594,170.16000366210938,115541600,AAPL
2/1/2022,171.79586791992188,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900,AAPL
2/2/2022,173.00604248046875,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300,AAPL
2/3/2022,170.11343383789062,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100,AAPL
2/4/2022,169.82774353027344,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400,AAPL
2/7/2022,169.10861206054688,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200,AAPL
2/8/2022,172.23146057128906,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200,AAPL
2/9/2022,173.6599121,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000,AAPL
2/10/2022,169.56173706054688,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900,AAPL
2/11/2022,166.1334686279297,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700,AAPL
2/14/2022,166.3699188232422,168.8800048828125,169.5800018310547,166.55999755859375,167.3699951171875,86185500,AAPL
2/15/2022,170.22177124023438,172.7899932861328,172.9499969482422,170.25,170.97000122070312,62527400,AAPL
2/16/2022,169.98533630371094,172.5500030517578,173.33999633789062,170.0500030517578,171.85000610351562,61177400,AAPL
2/17/2022,166.3699188232422,168.8800048828125,171.91000366210938,168.47000122070312,171.02999877929688,69589300,AAPL
2/18/2022,164.81338500976562,167.3000030517578,170.5399932861328,166.19000244140625,169.82000732421875,82772700,AAPL
2/22/2022,161.8776855,164.32000732421875,166.69000244140625,162.14999389648438,164.97999572753906,91162800,AAPL
2/23/2022,157.69085693359375,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200,AAPL
2/24/2022,160.3211669921875,162.74000549316406,162.85000610351562,152,152.5800018310547,141147500,AAPL
2/25/2022,162.39981079101562,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200,AAPL
2/28/2022,162.66580200195312,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600,AAPL
3/1/2022,160.77432250976562,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400,AAPL
3/2/2022,164.08438110351562,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800,AAPL
3/3/2022,163.7592773,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400,AAPL
3/4/2022,160.74476623535156,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200,AAPL
3/7/2022,156.93231201171875,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800,AAPL
3/8/2022,155.09994506835938,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300,AAPL
3/9/2022,160.5280303955078,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900,AAPL
3/10/2022,156.1638946533203,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000,AAPL
3/11/2022,152.4302215576172,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100,AAPL
3/14/2022,148.38128662109375,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100,AAPL
3/15/2022,152.78485107421875,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300,AAPL
3/16/2022,157.21798706054688,159.58999633789062,160,154.4600067138672,157.0500030517578,102300200,AAPL
3/17/2022,158.23263549804688,160.6199951171875,161,157.6300048828125,158.61000061035156,75615400,AAPL
3/18/2022,161.54275512695312,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700,AAPL
3/21/2022,162.9219207763672,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400,AAPL
3/22/2022,166.31080627441406,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000,AAPL
3/23/2022,167.68014526367188,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700,AAPL
3/24/2022,171.4827423095703,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400,AAPL
3/25/2022,172.12310791015625,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200,AAPL
3/28/2022,172.99000549316406,175.60000610351562,175.72999572753906,172,172.1699981689453,90371900,AAPL
3/29/2022,176.30007934570312,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400,AAPL
3/30/2022,175.1277618408203,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200,AAPL
3/31/2022,172.01473999023438,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300,AAPL
4/1/2022,171.71917724609375,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300,AAPL
4/4/2022,175.78781127929688,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400,AAPL
4/5/2022,172.4580535888672,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800,AAPL
4/6/2022,169.27606201171875,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800,AAPL
4/7/2022,169.58143615722656,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700,AAPL
4/8/2022,167.56192016601562,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500,AAPL
4/11/2022,163.28640747070312,165.75,169.02999877929688,165.5,168.7100067138672,72246700,AAPL
4/12/2022,165.16802978515625,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200,AAPL
4/13/2022,167.86732482910156,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900,AAPL
4/14/2022,162.833252,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400,AAPL
